available_bikes,available_bike_stands,time_of_day,type_of_day,day_of_year,iso_date,temperature,relative_humidity,vapour_pressure,wind_speed,rain,sunshine,visibility,bike_availability,bike_stand_availability,unix_timestamp
13,27,50343,0,98,2020-04-07T13:59:03,13.71,50,,8.2,0.0,,10000,high,high,440628
13,27,50674,0,98,2020-04-07T14:04:34,13.71,50,,8.2,0.0,,10000,high,high,440629
12,28,50964,0,98,2020-04-07T14:09:24,13.71,50,,8.2,0.0,,10000,high,high,440629
12,28,51572,0,98,2020-04-07T14:19:32,13.71,50,,8.2,0.0,,10000,high,high,440629
13,27,52255,0,98,2020-04-07T14:30:55,13.6,50,,8.2,0.0,,10000,high,high,440629
13,27,52864,0,98,2020-04-07T14:41:04,13.59,54,,6.7,0.0,,10000,high,high,440629
13,27,53472,0,98,2020-04-07T14:51:12,13.81,54,,6.7,0.0,,10000,high,high,440629
14,26,54190,0,98,2020-04-07T15:03:10,13.92,50,,7.7,0.0,,10000,high,high,440630
14,26,54798,0,98,2020-04-07T15:13:18,13.92,50,,7.7,0.0,,10000,high,high,440630
14,26,55407,0,98,2020-04-07T15:23:27,13.81,50,,7.7,0.0,,10000,high,high,440630
14,26,56016,0,98,2020-04-07T15:33:36,13.92,50,,6.7,0.0,,10000,high,high,440630
13,27,56225,0,98,2020-04-07T15:37:05,13.92,50,,6.7,0.0,,10000,high,high,440630
13,27,56817,0,98,2020-04-07T15:46:57,14.04,50,,6.7,0.0,,10000,high,high,440630
12,28,62243,0,98,2020-04-07T17:17:23,14.06,50,,6.7,0.0,,10000,high,high,440632.0
