available_bikes,available_bike_stands,time_of_day,type_of_day,day_of_year,iso_date,temperature,relative_humidity,vapour_pressure,wind_speed,rain,sunshine,visibility,bike_availability,bike_stand_availability
10,30,24800,10,82,2020-03-22T06:53:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,24800,10,82,2020-03-22T06:53:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,24800,10,82,2020-03-22T06:53:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,34800,10,82,2020-03-22T09:40:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,44800,10,82,2020-03-22T12:26:40,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
12,28,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
11,29,54800,10,82,2020-03-22T15:13:20,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
10,30,64800,10,82,2020-03-22T18:00:00,3.5,76,6.0,16,0.0,0.0,30000,high,high
